Título,Autor,Portada,Páginas,Fecha de publicación,Sinopsis,URL,Colección
Las Argonáuticas,Apolonio de Rodas,https://www.catedra.com/imagenes/libros/grande/9788437605814-las-argonauticas.jpg,240,09/06/2003,"Escasas son las noticias que nos han llegado acerca de Apolonio de Rodas, poeta griego de la época alejandrina. Sabemos de él que nació hacia el año 300 a.C. en Alejandría, donde fue director de la famosa biblioteca y preceptor del heredero del trono. En ""Las Argonáuticas"", poema épico en cuatro cantos, relata Apolonio las aventuras de Jasón y los argonautas en busca del vellocino de oro, una de las fábulas mitológicas más conocidas de la antigüedad.",https://www.catedra.com/libro/letras-universales/las-argonauticas-apolonio-de-rodas-9788437605814/,Letras Universales
El castillo,Franz Kafka,https://www.catedra.com/imagenes/libros/grande/9788437616094-el-castillo.jpg,464,09/06/2003,"""El castillo"" relata la historia de un agrimensor que acude a la llamada de un pueblo adscrito a un castillo para que realice trabajos profesionales y que para ello abandona su patria, su trabajo y su familia. Pero cuando llega allí le hacen saber que no hace ninguna falta, se siente marginado de la comunidad desde el primer momento y comienza su lucha a ciegas por conseguir una entrevista con la administración, que habita en el castillo. Pero su lucha fracasará, puesto que a su alrededor se cierran todas las puertas.",https://www.catedra.com/libro/letras-universales/el-castillo-franz-kafka-9788437616094/,Letras Universales
El progreso del peregrino,John Bunyan,https://www.catedra.com/imagenes/libros/grande/9788437620688-el-progreso-del-peregrino.jpg,336,03/06/2003,"John Bunyan (1628-1688) es uno de los principales representantes del puritanismo literario inglés. El servicio militar le puso en contacto con el ala radical del ejército de Cromwell, donde conocería las virtudes piadosas y combativas del Ejército del Nuevo Modelo. Su confianza absoluta en la palabra de Dios le llevaría a enfrentarse a cuáqueros y baptistas, y a ser encarcelado por mantener un servicio que no estaba en conformidad con el culto nacional de la Iglesia de Inglaterra. Los años de prisión fueron años de meditación y producción literaria, durante los que escribió, además de su autobiografía, ""El progreso del peregrino"".
""El progreso del peregrino"" junto con ""El Paraíso perdido"" constituyen las obras maestras del puritanismo inglés. Si la obra de Bunyan ha sido el libro popular por excelencia de la literatura inglesa se ha debido al interés humano de las enseñanzas que depara y que se adelantaron, en eficacia, a la extensión de la educación. El propósito didáctico o ejemplar de ""El progreso del peregrino"" tiene además un excedente imaginativo que ha garantizado la descendencia de Cristiano, su protagonista, en el mundo de los lectores. Cristiano, el peregrino, emprende su viaje a instancias de la lectura de un libro. El viaje se convierte en progreso, o éxodo, según Cristiano avanza y deja atrás la moralidad y la legalidad establecidas, que no pueden librarle de su ""carga"".",https://www.catedra.com/libro/letras-universales/el-progreso-del-peregrino-john-bunyan-9788437620688/,Letras Universales
Vida nueva,Dante Alighieri,https://www.catedra.com/imagenes/libros/grande/9788437620541-vida-nueva.jpg,440,31/05/2003,"Dante escribió la ""Vida nueva"" a los veintiocho años de edad, en la misma época en la que emprendía la carrera política que le llevaría a la derrota de su partido y al exilio después de ocupar cargos políticos en el ""Comune"" de Florencia. La obra es el resultado y la síntesis de una actividad literaria que abarca aproximadamente una década y que hasta entonces se había desplegado en el ámbito de la lírica.
El autobiografismo de la ""Vida nueva"" no debe ser interpretado como fidelidad documental de episodios realmente acaecidos, sino como exigencia poéticamente reconstructora a la que responde el mito de Beatriz, la mujer de procedencia y destino divinos que fija en un símbolo sexual único, real y metafísico a la vez, el amor del poeta. A partir de la ""Vida nueva"" quedará legitimado todo tipo de fusión entre la experiencia erótica y la experiencia religiosa. El amplio comentario que acompaña a esta edición tiene la finalidad de verificar la plausibilidad filológica y crítica de la interpretación global, indicando las fuentes del autor y poniendo en evidencia el sólido entramado de motivos que circulan en la obra y establecen relaciones entre los distintos capítulos y poemas, y aspira también a mostrar la constante influencia que la obra ha ejercido en la cultura literaria europea.",https://www.catedra.com/libro/letras-universales/vida-nueva-dante-alighieri-9788437620541/,Letras Universales
Coriolano,William Shakespeare,https://www.catedra.com/imagenes/libros/grande/9788437620428-coriolano.jpg,600,30/04/2003,"""Coriolano"" pertenece a una secuencia interna en la producción dramática de William Shakespeare conocida como las Obras Romas. ""Julio César"" inicia esa secuencia continuada por ""Timón de Atenas"" y ""Antonio y Cleopatra"". Sin embargo, ""Coriolano"" forma parte de una ""ecuación trágica"" compartiendo ámbitos estilísticos e imaginarios con las grandes tragedias de Shakespeare. En ""Coriolano"" se procederá a la creación de un proceso anticlimático desde la perspectiva de la secuencia mítica de las obras romanas.
Para la escritura de ""Coriolano"" Shakespeare se basó principalmente en la ""Vida de Cayo Marcio Coriolano"" que aparece en las ""Vidas paralelas"" de Plutarco, que le llegó al autor a través de una versión francesa traducida a su vez al inglés. Shakespeare consigue crear un héroe a medio camino entre la humildad y el orgullo extremos, un héroe mucho más complejo e interesante dramáticamente. En ""Coriolano"" no hay un solo culpable, no hay arrepentimiento. Podemos admirar en ella al héroe militar y al hombre que al anteponer los sentimientos del individuo al interés público que sirve se encamina a la catástrofe personal salvando el interés general.",https://www.catedra.com/libro/letras-universales/coriolano-william-shakespeare-9788437620428/,Letras Universales
El bello verano,Cesare Pavese,https://www.catedra.com/imagenes/libros/grande/9788437607351-el-bello-verano.jpg,168,11/04/2003,"""El bello verano"" lo escribió Pavese entre el 2 de marzo y el 6 de mayo de 1940. Con la ciudad como fondo único, sórdido y gris, el autor nos ofrece un relato del horror a lo adulto: el paso de la adolescencia a la madurez, la transición del verano hacia el invierno que trae el frío tiempo de la desesperanza.",https://www.catedra.com/libro/letras-universales/el-bello-verano-cesare-pavese-9788437607351/,Letras Universales
El abanico de Lady Windermere; La importancia de llamarse Ernest,Oscar Wilde,https://www.catedra.com/imagenes/libros/grande/9788437620596-el-abanico-de-lady-windermere-la-importancia-de-llamarse-ernest.jpg,312,14/06/2018,"Oscar Wilde nació en Dublín en 1854. Se trasladó a Inglaterra a estudiar lenguas clásicas en la Universidad de Oxford, donde encontró un ambiente, el de los jóvenes de las clases acomodadas inglesas, en el que no lograba integrarse. Esa excentricidad le lleva a construirse una personalidad exhibicionista inspirada en el dandismo y en ciertas teorías que proclamaban el placer como  único objetivo de la práctica artística.
Con ""El abanico de Lady Windermere"" obtuvo Wilde su primer éxito teatral de público. La crítica fue más distante. Reconocía el ingenio de los diálogos, pero insistía en la poca originalidad de los motivos (el chantaje, el abanico comprometedor, la infidelidad conyugal). ""La importancia de llamarse Ernest"" pondría fin a la trivialidad de sus tramas. Empezando por el difícilmente traducible juego de palabras del título, Wilde consigue expresar en esta obra su visión del mundo en varios niveles: divirtiendo al público aristocrático y arreglándoselas para comunicar al espectador contemporáneo su credo individualista.",https://www.catedra.com/libro/letras-universales/el-abanico-de-lady-windermere-la-importancia-de-llamarse-ernest-oscar-wilde-9788437620596/,Letras Universales
La posadera; Los afanes del veraneo; El abanico,Carlo Goldoni,https://www.catedra.com/imagenes/libros/grande/9788437605524-la-posadera-los-afanes-del-veraneo-el-abanico.jpg,312,28/02/2003,"La vida de Carlo Goldoni (1707 - 1792) se abre -muy oportunamente- con la huida de una compañía de cómicos. Nuevas escapadas (de acreedores, del matrimonio) le acompañarán hasta su muerte, ocurrida también en el exilio. Escribió doscientas cincuenta obras teatrales.
Goldoni supo tomar de la tradición italiana de la comedia del arte sus mejores elementos, que hizo evolucionar y adaptó a nuevas circunstancias. Las tres obras aquí seleccionadas son las más vivas e interesantes del autor: la más famosa de ellas, ""La posadera"", ha tenido una presencia constante en los escenarios",https://www.catedra.com/libro/letras-universales/la-posadera-los-afanes-del-veraneo-el-abanico-carlo-goldoni-9788437605524/,Letras Universales
Triunfos,Francesco Petrarca,https://www.catedra.com/imagenes/libros/grande/9788437620336-triunfos.jpg,344,05/02/2003,"Francesco Petrarca (1304-1374) nos ha dejado un número inmenso de testimonios sobre sí mismo y su vida. Buena parte de su obra puede considerarse una especie de autobiografía ideal, donde el autor traza las líneas de su propia personalidad y el perfil de una nueva figura intelectual. Poeta innovador, intelectual original, humanista, Petrarca pone en el centro de su actividad el amor y el conocimiento de la antigüedad, elevándola al rango de paradigma del comportamiento y de la conciencia del hombre. Los ""Triunfos"" tienen como protagonista al autor mismo. El mecanismo narrativo consiste en una serie de fuerzas que se imponen cada una sobre la anterior, hasta llegar a la eliminación de todas ellas y al único triunfo que cuenta, el de la Eternidad. La acción se origina a partir de la superación de los elementos ""negativos"" (amor, muerte, tiempo) por parte de los elementos ""positivos"" (castidad, fama, eternidad), lo que a su vez configura una lucha entre fuerzas naturales y fuerzas trascendentes, que conduce al aniquilamiento de todo lo terrenal, en favor de la pura visión de Dios.",https://www.catedra.com/libro/letras-universales/triunfos-francesco-petrarca-9788437620336/,Letras Universales
Antología de la lírica griega arcaica,Varios Autores,https://www.catedra.com/imagenes/libros/grande/9788437620268-antologia-de-la-lirica-griega-arcaica.jpg,240,04/11/2002,"El objetivo de la selección aquí presentada es despertar el interés por profundizar en el conocimiento del mundo de la poesía griega, muy especial de la que nos ha llegado del mundo arcaico, haciendo llegar al lector con la mayor fidelidad posible, con un lenguaje actual que no olvide los límites de lo poético, un panorama amplio de la expresión poética en la Grecia arcaica, de su fuerza, de su delicadeza y de su crueldad, de la palabra ensalzadora o dañina o como expresión de los sentimientos e inquietudes de unos antepasados a los que debemos las más fructíferas raíces de nuestra cultura y de nuestra identidad.
Esta edición incluye textos de Arquíloco de Paros, Sémonides de Samos, Hiponacte de Éfeso, Calino de Éfeso, Tirteo, Mimnermo de Colofón o Esmirna, Solón, Teógnis de Mégara, Jenófanes de Colofón, Safo, Alceo, Anacreonte, Alcmán, Estesícoro, Íbico, Simónides, Píndaro y Baquílides.",https://www.catedra.com/libro/letras-universales/antologia-de-la-lirica-griega-arcaica-varios-autores-9788437620268/,Letras Universales
